age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
46,Private,102628,HS-grad,9,Married-spouse-absent,Farming-fishing,Unmarried,White,Female,24,0,35,United-States,<=50K
46,Self-emp-inc,86427,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,14860,1,60,United-States,>50K
59,Private,152208,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7,0,40,United-States,>50K
45,Self-emp-inc,419687,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,12,0,40,United-States,<=50K
35,Private,239592,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,11,0,40,United-States,>50K
35,Private,226762,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,12,0,40,Philippines,<=50K
24,Private,287585,HS-grad,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,South,<=50K
42,Local-gov,97604,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,99,United-States,<=50K
47,Private,146826,Some-college,10,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,37,1,40,United-States,>50K
37,Local-gov,157366,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
58,Self-emp-not-inc,203074,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15148,0,62,United-States,>50K
31,Private,308031,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,4,0,30,Peru,<=50K
24,State-gov,376056,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,142276,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
34,Private,180564,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,15,0,40,United-States,>50K
25,Private,170081,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,379869,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,1,35,United-States,<=50K
31,Private,148993,5th-6th,3,Divorced,Other-service,Unmarried,White,Female,0,0,40,El-Salvador,<=50K
64,?,194678,5th-6th,3,Divorced,?,Not-in-family,Asian-Pac-Islander,Female,0,0,19,Japan,<=50K
37,Self-emp-inc,103694,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,40,Japan,>50K
53,Self-emp-not-inc,193802,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,31,0,46,United-States,<=50K
53,Private,209205,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,22,0,23,United-States,<=50K
22,Private,200709,Some-college,10,Married-AF-spouse,Other-service,Not-in-family,White,Female,0,1,45,United-States,<=50K
42,Private,52281,9th,4,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,30,Guatemala,<=50K
40,Local-gov,240155,1st-4th,3,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,16,0,40,Philippines,<=50K
39,Federal-gov,159017,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,5,1818,40,United-States,<=50K
28,Federal-gov,171221,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,430316,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,Black,Male,21,0,40,United-States,<=50K
23,Private,228624,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,8,0,40,Poland,<=50K
34,Self-emp-not-inc,133412,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,Black,Male,29,0,45,United-States,<=50K
44,Private,219060,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,7,0,31,United-States,<=50K
22,Private,218996,Some-college,10,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,1785,40,United-States,<=50K
17,Private,185485,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,17,0,31,United-States,<=50K
35,Private,412240,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,9,2,40,United-States,>50K
20,Private,40252,11th,7,Never-married,Prof-specialty,Not-in-family,White,Female,9,0,19,United-States,<=50K
29,Private,56531,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,36,0,40,United-States,<=50K
24,Private,127584,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,7,0,40,United-States,<=50K
37,Self-emp-not-inc,139556,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
17,Private,243351,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,12,0,40,United-States,<=50K
41,Federal-gov,169056,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,6,0,74,United-States,<=50K
24,Private,166089,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,12,0,40,Dominican-Republic,<=50K
34,Private,171277,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1,40,Columbia,<=50K
48,Private,158772,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
19,Local-gov,305844,Some-college,10,Never-married,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
35,Private,245914,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,3,0,40,United-States,>50K
22,?,26662,HS-grad,9,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Female,13,0,40,United-States,<=50K
47,Private,328183,12th,7,Married-civ-spouse,Other-service,Husband,White,Female,0,0,40,Germany,<=50K
42,Private,192793,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,14,1,40,United-States,>50K
29,Private,186797,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,8,0,40,United-States,>50K
21,Never-worked,399528,HS-grad,9,Married-civ-spouse,?,Husband,White,Female,0,0,40,?,<=50K
45,Self-emp-inc,239496,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15112,2,59,United-States,>50K
20,State-gov,184021,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
27,Private,203432,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,29,0,45,United-States,<=50K
46,Private,148217,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,45,United-States,<=50K
32,Private,90938,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,13,1,40,United-States,<=50K
30,Private,252283,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,40,Honduras,<=50K
25,State-gov,34135,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,6,0,40,United-States,<=50K
25,Private,304583,11th,7,Never-married,Craft-repair,Own-child,White,Male,9,0,43,United-States,<=50K
35,Private,239402,10th,6,Married-spouse-absent,Other-service,Unmarried,White,Female,12,0,40,United-States,<=50K
45,Local-gov,163066,9th,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,13,1,40,United-States,<=50K
30,Private,122103,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
19,Local-gov,422110,Some-college,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K
24,Private,220180,Bachelors,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,Private,270488,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,0,45,United-States,<=50K
29,Self-emp-inc,190771,Prof-school,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7743,0,40,United-States,>50K
20,Private,284166,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Female,18,0,30,United-States,<=50K
59,Self-emp-inc,137238,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,0,49,United-States,>50K
43,Local-gov,151109,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,12,1,40,United-States,<=50K
77,?,146862,HS-grad,9,Widowed,?,Unmarried,White,Female,2,0,40,United-States,<=50K
45,Private,43402,9th,15,Married-civ-spouse,Craft-repair,Husband,White,Male,15,0,40,United-States,>50K
28,Local-gov,104241,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,8,0,40,United-States,<=50K
19,Private,192288,11th,7,Divorced,Transport-moving,Own-child,White,Female,22,0,29,United-States,<=50K
57,Private,161993,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,58947,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,61,United-States,<=50K
28,Private,40208,Assoc-voc,6,Never-married,Tech-support,Not-in-family,White,Male,19,0,40,United-States,<=50K
23,Private,273966,Some-college,10,Never-married,Craft-repair,Own-child,Black,Male,14,0,40,United-States,<=50K
28,Private,218875,Bachelors,13,Married-AF-spouse,Sales,Wife,White,Female,3472,0,60,United-States,<=50K
46,Private,248980,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,23,1,40,United-States,<=50K
19,Private,279481,11th,7,Never-married,Other-service,Other-relative,White,Male,13,0,24,?,<=50K
57,Private,221125,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,11,0,58,Germany,>50K
21,Private,131081,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,40,South,<=50K
83,Local-gov,23860,7th-8th,3,Widowed,Farming-fishing,Not-in-family,White,Female,0,2000,22,United-States,<=50K
45,Private,129595,9th,6,Divorced,Craft-repair,Not-in-family,White,Male,13,1,40,United-States,<=50K
31,Private,145843,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,<=50K
23,Local-gov,52968,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7,1,40,United-States,<=50K
55,Private,192765,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
18,Private,224088,Some-college,5,Never-married,Craft-repair,Other-relative,White,Male,3,0,40,United-States,<=50K
43,State-gov,245729,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Philippines,<=50K
56,Private,174106,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,27,0,45,United-States,<=50K
22,Private,235420,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,27,0,40,United-States,<=50K
52,Private,264245,9th,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,6,0,37,China,<=50K
45,Private,143903,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4,0,61,United-States,<=50K
20,?,57526,HS-grad,9,Never-married,?,Own-child,White,Male,28,0,12,United-States,<=50K
36,Private,280274,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,10,0,22,United-States,<=50K
31,Private,206139,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,29,0,40,United-States,<=50K
42,Private,197874,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,46,Peru,<=50K
48,Private,38664,11th,4,Divorced,Other-service,Not-in-family,White,Male,9,0,40,United-States,<=50K
50,Private,285380,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,17,0,30,Peru,<=50K
45,Private,217026,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,7601,1,40,Hungary,<=50K
49,Local-gov,250757,HS-grad,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,12,0,40,United-States,<=50K
27,Private,710964,Some-college,10,Never-married,Other-service,Own-child,Other,Female,0,0,31,Haiti,<=50K
57,?,44079,Bachelors,13,Widowed,?,Not-in-family,White,Female,11,0,40,United-States,<=50K
39,Private,205850,HS-grad,5,Never-married,Craft-repair,Other-relative,White,Female,22,1,36,United-States,<=50K
23,State-gov,42266,11th,7,Never-married,Prof-specialty,Own-child,White,Female,8,1686,21,United-States,<=50K
46,Self-emp-not-inc,175838,10th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,58,United-States,>50K
35,Private,401396,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,7,0,40,United-States,<=50K
23,Local-gov,46738,Some-college,10,Married-civ-spouse,Prof-specialty,Own-child,White,Male,7,0,40,United-States,<=50K
21,Private,140931,9th,6,Never-married,Transport-moving,Husband,White,Male,0,0,40,Peru,<=50K
39,Private,48501,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,26,2,49,United-States,>50K
38,State-gov,184394,HS-grad,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,31,Taiwan,<=50K
62,?,120838,Some-college,10,Widowed,?,Unmarried,White,Female,0,0,40,Japan,<=50K
33,Self-emp-not-inc,162450,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,16,0,37,United-States,<=50K
46,Private,182070,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,0,40,United-States,>50K
37,Private,179459,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,21,0,59,United-States,>50K
54,Local-gov,244830,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
28,?,115491,Some-college,10,Divorced,?,Not-in-family,White,Female,1,0,9,United-States,<=50K
44,Local-gov,277911,Assoc-voc,11,Separated,Other-service,Unmarried,White,Female,8,0,30,United-States,<=50K
27,Private,155931,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Private,187314,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,92,United-States,>50K
22,Private,202828,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,11,0,37,United-States,<=50K
21,Private,159046,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,18,0,40,United-States,<=50K
50,Private,234235,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15274,1,40,United-States,>50K
25,Private,172245,7th-8th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,45,United-States,<=50K
26,Private,222232,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,14,0,40,United-States,<=50K
38,Self-emp-inc,209622,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1810,40,United-States,>50K
27,Private,283214,Assoc-voc,11,Married-civ-spouse,Other-service,Other-relative,White,Female,7,0,40,El-Salvador,<=50K
31,Self-emp-not-inc,173577,Doctorate,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,0,40,United-States,<=50K
21,Private,157760,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,35,0,36,United-States,<=50K
25,Private,178028,10th,7,Divorced,?,Not-in-family,White,Female,17,1,40,Canada,<=50K
26,Private,89038,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,19,0,40,United-States,<=50K
48,Private,223883,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15520,0,40,United-States,>50K
60,Private,142833,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,6,0,57,United-States,<=50K
57,?,165414,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,1,0,40,United-States,<=50K
40,Self-emp-inc,248976,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Other,Male,15195,1,50,India,>50K
50,Private,175101,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,23,0,40,Italy,<=50K
20,Private,211856,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
28,Federal-gov,149676,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Male,25,0,40,United-States,<=50K
38,Local-gov,335392,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,12,0,45,United-States,<=50K
36,Private,83443,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,40,Trinadad&Tobago,<=50K
48,Private,279278,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37,United-States,<=50K
26,Private,317200,1st-4th,12,Never-married,Machine-op-inspct,Not-in-family,Other,Male,0,0,40,Mexico,<=50K
27,Local-gov,43562,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,8,0,40,United-States,<=50K
22,Private,181397,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,44,0,40,United-States,<=50K
44,Private,189027,10th,6,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,2,0,24,United-States,<=50K
52,Private,157493,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,>50K
30,Private,179415,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,14,0,30,United-States,<=50K
46,State-gov,145604,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,9,0,21,United-States,<=50K
24,Private,102344,Some-college,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,6,United-States,<=50K
25,?,33608,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,20,1,25,United-States,<=50K
17,Private,284574,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,3,0,21,United-States,<=50K
40,Private,197755,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,15,0,36,France,<=50K
28,Private,197418,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
29,Private,176040,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,3,0,31,United-States,<=50K
48,Self-emp-not-inc,188055,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14,0,46,United-States,<=50K
49,Private,25545,Prof-school,13,Married-civ-spouse,Transport-moving,Husband,White,Male,25,0,49,United-States,>50K
22,Private,41572,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,1,1,40,United-States,>50K
27,Private,223430,Assoc-voc,11,Married-AF-spouse,Exec-managerial,Wife,White,Female,12,0,36,United-States,>50K
26,Private,100286,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,34,1,40,United-States,<=50K
42,Private,148076,Doctorate,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,1,40,United-States,>50K
21,Private,179380,11th,7,Divorced,Craft-repair,Own-child,White,Male,28,0,30,United-States,<=50K
26,Private,210737,9th,6,Divorced,Priv-house-serv,Not-in-family,White,Female,2,0,23,United-States,<=50K
17,State-gov,116935,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
41,Private,237461,Some-college,10,Separated,Craft-repair,Other-relative,Black,Female,0,0,40,Hong,<=50K
19,Private,51568,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,22,2,45,United-States,<=50K
18,?,188706,11th,9,Never-married,?,Own-child,White,Male,9,0,30,United-States,<=50K
41,Private,153324,Assoc-acdm,3,Divorced,Sales,Unmarried,White,Female,15,0,31,United-States,<=50K
33,Private,31383,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,11,0,62,United-States,<=50K
33,Private,46865,12th,8,Married-civ-spouse,Transport-moving,Other-relative,Black,Male,21,0,40,United-States,<=50K
30,Private,215359,Bachelors,13,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,18,1855,40,Philippines,<=50K
48,State-gov,235847,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
63,Private,28801,5th-6th,3,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,Dominican-Republic,<=50K
53,Private,193706,9th,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Nicaragua,<=50K
39,Private,181636,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,7,0,40,United-States,<=50K
42,Private,167691,10th,6,Married-spouse-absent,Other-service,Other-relative,White,Male,3965,1,40,Iran,<=50K
34,Private,186602,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,18,0,40,Portugal,<=50K
37,Private,139726,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,5,0,40,United-States,<=50K
24,Private,261219,7th-8th,4,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,4482,0,30,United-States,<=50K
77,Private,197025,HS-grad,9,Widowed,?,Unmarried,White,Female,14,0,36,United-States,<=50K
23,Private,204084,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,14,0,12,United-States,<=50K
25,Private,168808,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
32,Private,254098,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,28,0,40,United-States,<=50K
28,Local-gov,47689,Masters,14,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,39,0,40,United-States,<=50K
48,Private,177659,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
22,Private,55260,10th,7,Never-married,Exec-managerial,Not-in-family,White,Male,33,1,44,United-States,<=50K
54,Private,166896,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,18,0,40,United-States,<=50K
50,Private,186870,Bachelors,13,Separated,Exec-managerial,Wife,White,Female,0,0,31,Nicaragua,<=50K
37,Self-emp-inc,55448,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,11,0,40,United-States,<=50K
32,Private,299246,HS-grad,9,Never-married,?,Own-child,White,Female,5,0,40,United-States,<=50K
34,Private,161951,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15,0,40,?,>50K
32,Local-gov,200699,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
22,Private,265712,9th,6,Never-married,Transport-moving,Husband,White,Male,32,0,40,United-States,<=50K
31,Self-emp-not-inc,158064,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,9,0,71,United-States,<=50K
25,Private,131671,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,13,0,40,United-States,<=50K
71,?,152149,HS-grad,9,Widowed,?,Unmarried,White,Female,12,0,37,United-States,<=50K
43,Private,190770,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,1,1,40,United-States,<=50K
56,Private,178578,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
50,Private,182859,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7277,0,50,United-States,>50K
40,Private,300310,Some-college,4,Never-married,Other-service,Other-relative,Black,Female,0,0,30,?,<=50K
54,Private,277257,7th-8th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
36,State-gov,316703,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15588,1,60,United-States,>50K
19,Private,212524,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,22,0,40,United-States,<=50K
36,Federal-gov,60325,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,200980,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,13,0,40,United-States,<=50K
23,?,231891,Some-college,10,Never-married,?,Own-child,White,Male,13,0,7,United-States,<=50K
30,Private,171928,5th-6th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,Puerto-Rico,<=50K
22,?,210439,HS-grad,9,Widowed,?,Not-in-family,White,Male,14,0,40,United-States,<=50K
45,State-gov,168147,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15425,0,57,United-States,>50K
44,Local-gov,159778,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,10,0,37,United-States,<=50K
34,Private,174363,10th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,33847,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,30,United-States,<=50K
56,Local-gov,191484,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,58,United-States,<=50K
47,Private,57216,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Male,23,0,40,Mexico,<=50K
56,Local-gov,207421,Masters,4,Widowed,Other-service,Not-in-family,White,Female,16,0,35,United-States,<=50K
34,Private,115974,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,1,40,United-States,<=50K
58,State-gov,115655,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Female,0,0,19,Scotland,<=50K
52,Private,222621,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,40,United-States,<=50K
41,?,164300,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,44759,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,3,0,40,Mexico,<=50K
40,Private,188609,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,22,United-States,<=50K
36,Local-gov,191100,Prof-school,16,Never-married,Prof-specialty,Not-in-family,White,Male,5,1,51,?,<=50K
24,Private,32870,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Female,39,0,40,United-States,<=50K
42,Private,164634,HS-grad,9,Widowed,Other-service,Other-relative,Black,Female,30,0,40,United-States,<=50K
53,Local-gov,36299,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
48,Local-gov,153104,Bachelors,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,29,0,40,United-States,>50K
41,Private,347375,1st-4th,5,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,30,United-States,<=50K
29,Private,154918,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Cuba,<=50K
38,Private,128746,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,24,0,40,United-States,>50K
48,Private,354267,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,10,1,40,Italy,<=50K
32,Private,48373,Some-college,10,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,14,1,40,South,<=50K
24,Private,280943,12th,9,Never-married,Handlers-cleaners,Own-child,White,Male,32,1,40,United-States,<=50K
37,?,54181,HS-grad,9,Widowed,?,Own-child,White,Female,13,0,21,United-States,<=50K
54,Private,112389,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,61,United-States,>50K
28,Private,218851,9th,5,Never-married,Priv-house-serv,Not-in-family,White,Female,20,0,40,United-States,<=50K
27,Private,203866,HS-grad,9,Widowed,Adm-clerical,Other-relative,White,Female,10,0,30,Scotland,<=50K
26,Private,170409,11th,7,Separated,Machine-op-inspct,Other-relative,White,Male,13,0,40,Dominican-Republic,<=50K
45,Private,99401,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,0,40,United-States,>50K
27,Private,116646,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,28,0,60,United-States,<=50K
22,Local-gov,322076,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,1,40,United-States,<=50K
44,Private,209691,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,10,0,50,United-States,>50K
25,Private,314374,9th,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,11,0,40,United-States,>50K
51,Private,84851,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,8,1,66,United-States,>50K
24,Local-gov,102348,Masters,14,Divorced,Protective-serv,Wife,White,Female,0,0,40,United-States,<=50K
32,?,28482,11th,5,Never-married,Craft-repair,Not-in-family,White,Male,24,0,30,United-States,<=50K
